id,sku,product_name,short_description,price,list_price,origin_price,discount,discount_rate,all_time_quantity_sold,rating_average,review_count,inventory_status,stock_item_qty,stock_item_max_sale_qty,brand_id,brand_name,url_key,url_path,thumbnail_url,options,specification,variations,date
327981,0220042002781,Laptop Dell Inspiron 15 3530 i5 1334U/16GB/512GB/120Hz/OfficeHS/Win11 (N3530-i5U165W11SLU),Trong tầm giá dưới 20 triệu đồng; laptop Dell Inspiron 15 3530 i5 1334U (N3530-i5U165W11SLU) thực sự là một mẫu sản phẩm sáng giá; kết hợp hoàn hảo giữa hiệu năng vượt trội; thiết kế tinh tế và hàng loạt tính năng hiện đại. Đây là một lựa chọn tốt cho sinh viên và nhân viên văn phòng; đáp ứng đầy đủ cho các yêu cầu doanh nghiệp hoặc trường học.,18490000,19990000,19990000,1500000,7,,5,5,availability,42,22,44,Dell,dell-inspiron-15-3530-i5-n3530i5u165w11slu,/laptop/dell-inspiron-15-3530-i5-n3530i5u165w11slu,https://cdn.tgdd.vn/Products/Images/44/327981/dell-inspiron-15-3530-i5-n3530i5u165w11slu-thumb-600x600.jpg,{"Cấu hình":["RAM 16 GB" "SSD 512 GB"]},{"screen":"Màn hình: 15.6\"; Full HD (1920 x 1080); 120Hz";"cpu":"CPU: i5; 1334U; 1.3GHz";"weight":"Khối lượng: 1.66 kg";"battery":"Pin: 3-cell; 41Wh";"card":"Card: Intel Iris Xe"},[],2024-12-09
328944,0220042002809,Laptop Dell Inspiron 15 3520 i5 1235U/16GB/512GB/120Hz/OfficeHS/KYHD/Win11 (71043883),Nếu bạn đang tìm kiếm một chiếc laptop dành cho học tập và công việc văn phòng với cấu hình ổn định; thiết kế hiện đại và mức giá hợp lý; laptop Dell Inspiron 15 3520 i5 1235U (71043883) là sự lựa chọn không thể bỏ qua. Đây là sản phẩm từ thương hiệu Dell danh tiếng; mang đến trải nghiệm toàn diện từ công việc cho đến giải trí.,16490000,16990000,16990000,500000,0,,5,5,availability,42,22,44,Dell,dell-inspiron-15-3520-i5-71043883,/laptop/dell-inspiron-15-3520-i5-71043883,https://cdn.tgdd.vn/Products/Images/44/328944/dell-inspiron-15-3520-i5-71043883-thumb-600x600.jpg,{"Cấu hình":["RAM 16 GB" "SSD 512 GB"]},{"screen":"Màn hình: 15.6\"; Full HD (1920 x 1080); 120Hz";"cpu":"CPU: i5; 1235U; 1.3GHz";"weight":"Khối lượng: 1.9 kg";"battery":"Pin: 3-cell; 41Wh";"card":"Card: Intel Iris Xe"},[],2024-12-09
326194,0220042002708,Laptop Dell Vostro 3520 i5 1235U/16GB/512GB/120Hz/OfficeHS/Win11 (71030559),Laptop Dell Vostro 3520 i5 1235U (71030559) sở hữu ngoại hình thanh lịch; hiện đại với gam màu xám trang nhã; cùng viền màn hình mỏng tạo nên tổng thể gọn nhẹ; tinh tế. Laptop được trang bị con chip Intel thế hệ 12 có khả năng xử lý mượt mà mọi tác vụ học tập; văn phòng; thậm chí cả đồ họa cơ bản.,16490000,16990000,16990000,500000,0,,4.9,49,availability,42,22,44,Dell,dell-vostro-3520-i5-71030559,/laptop/dell-vostro-3520-i5-71030559,https://cdn.tgdd.vn/Products/Images/44/326194/dell-vostro-3520-i5-71030559-thumb-600x600.jpg,{"Cấu hình":["RAM 16 GB" "SSD 512 GB"]},{"screen":"Màn hình: 15.6\"; Full HD (1920 x 1080); 120Hz";"cpu":"CPU: i5; 1235U; 1.3GHz";"weight":"Khối lượng: 1.9 kg";"battery":"Pin: 3-cell; 41Wh";"card":"Card: Intel Iris Xe"},[],2024-12-09
303835,0220042002196,Laptop Dell Vostro 15 3520 i5 1235U/8GB/512GB/120Hz/OfficeHS/Win11 (5M2TT2),Laptop Dell Vostro 15 3520 i5 1235U (5M2TT2) mới nhất đến từ nhà Dell sẽ khiến bạn thực sự ấn tượng với kiểu dáng hiện đại; sở hữu những thông số kỹ thuật mạnh mẽ có thể chạy mượt những tác vụ học tập; văn phòng.,15490000,,,-15490000,0,,4.9,49,availability,42,22,44,Dell,dell-vostro-15-3520-i5-5m2tt2,/laptop/dell-vostro-15-3520-i5-5m2tt2,https://cdn.tgdd.vn/Products/Images/44/303835/dell-vostro-15-3520-i5-5m2tt2-thumb-laptop-600x600.jpg,{"Cấu hình":["RAM 8 GB" "SSD 512 GB"]},{"screen":"Màn hình: 15.6\"; Full HD (1920 x 1080); 120Hz";"cpu":"CPU: i5; 1235U; 1.3GHz";"weight":"Khối lượng: 1.67 kg";"battery":"Pin: 3-cell; 41Wh";"card":"Card: Intel UHD"},[],2024-12-09
327509,0220042002759,Laptop Dell Inspiron 15 3530 i5 1334U/16GB/512GB/120Hz/OfficeHS/Win11 (N5I5340W1),Với phân khúc giá gần 20 triệu; laptop Dell Inspiron 15 3530 i5 1334U (N5I5340W1) mang đến cho người dùng sự kết hợp hoàn hảo giữa hiệu năng mạnh mẽ; nhiều tính năng hiện đại và có một ngoại hình sang trọng. Đây là chiếc laptop lý tưởng dành cho sinh viên và nhân viên văn phòng; đáp ứng toàn diện các nhu cầu từ học tập; làm việc đến giải trí.,18490000,19990000,19990000,1500000,7,,5,5,availability,42,22,44,Dell,dell-inspiron-15-3530-i5-n5i5340w1,/laptop/dell-inspiron-15-3530-i5-n5i5340w1,https://cdn.tgdd.vn/Products/Images/44/327509/dell-inspiron-15-3530-i5-n5i5340w1-new-thumb-600x600.jpg,{"Cấu hình":["RAM 16 GB" "SSD 512 GB"]},{"screen":"Màn hình: 15.6\"; Full HD (1920 x 1080); 120Hz";"cpu":"CPU: i5; 1334U; 1.3GHz";"weight":"Khối lượng: 1.66 kg";"battery":"Pin: 3-cell; 41Wh";"card":"Card: Intel Iris Xe"},[],2024-12-09
328474,0220042002798,Laptop Dell Inspiron 15 3530 i7 1355U/16GB/512GB/120Hz/Office365/KYHD/Win11 (N5I7301W1),Mẫu máy tính xách tay quốc dân; laptop Dell Inspiron 15 3530 i7 1355U (N5I7301W1) - một công cụ làm việc hữu ích không chỉ đáp ứng mọi nhu cầu làm việc mà còn hỗ trợ cho giải trí đa phương tiện hoàn hảo. Hãy khám phá chiếc laptop này với những tính năng vượt trội và thiết kế ấn tượng chỉ với mức giá cực lý tưởng tại Thế Giới Di Động.,21390000,22390000,22390000,1000000,0,,5,5,availability,42,22,44,Dell,dell-inspiron-15-3530-i7-n5i7301w1?utm_flashsale=1,/laptop/dell-inspiron-15-3530-i7-n5i7301w1?utm_flashsale=1,https://cdn.tgdd.vn/Products/Images/44/328474/TimerThumb/328474-thumb.png,{"Cấu hình":["RAM 16 GB" "SSD 512 GB"]},{"screen":"Màn hình: 15.6\"; Full HD (1920 x 1080); 120Hz";"cpu":"CPU: i7; 1355U; 1.7GHz";"weight":"Khối lượng: 1.65 kg";"battery":"Pin: 3-cell; 54 Wh";"card":"Card: Intel Iris Xe"},[],2024-12-09
296921,0220042002137,Laptop Dell Inspiron 15 3520 i5 1235U/8GB/512GB/120Hz/OfficeHS/Win11 (i5U085W11BLU),Laptop Dell Inspiron 15 3520 i5 1235U (i5U085W11BLU) là phiên bản laptop học tập - văn phòng của nhà Dell khi sở hữu phong cách thiết kế tối giản nhưng không kém phần trẻ trung; bộ vi xử lý Intel Gen 12 và bộ Office bản quyền vĩnh viễn đáp ứng đầy đủ mọi nhu cầu học tập; văn phòng của người dùng.,15490000,,,-15490000,0,,4.9,49,availability,42,22,44,Dell,dell-inspiron-15-3520-i5u085w11blu,/laptop/dell-inspiron-15-3520-i5u085w11blu,https://cdn.tgdd.vn/Products/Images/44/296921/dell-inspiron-15-3520-i5u085w11blu-ab-thumb-600x600.jpg,{"Cấu hình":["RAM 8 GB" "SSD 512 GB"]},{"screen":"Màn hình: 15.6\"; Full HD (1920 x 1080); 120Hz";"cpu":"CPU: i5; 1235U; 1.3GHz";"weight":"Khối lượng: 1.9 kg";"battery":"Pin: 3-cell; 41Wh";"card":"Card: Intel UHD"},[],2024-12-09
328945,0220042002810,Laptop Dell Inspiron 15 3530 i5 1334U/16GB/512GB/120Hz/OfficeHS/KYHD/Win11 (71043885),Bạn đang tìm kiếm chiếc laptop giải quyết được nhiều tác vụ từ học tập đến công việc nhưng chỉ với mức giá dưới 20 triệu thì laptop Dell Inspiron 15 3530 i5 1334U (71043885) là sản phẩm phù hợp với bạn. Máy không những sở hữu hiệu năng mạnh mẽ từ chip Intel thế hệ 13; thiết kế hiện đại mà còn đi kèm Office Home & Student vĩnh viễn và Keep Your Hard Drive tiện lợi.,18490000,19990000,19990000,1500000,7,,5,5,availability,42,22,44,Dell,dell-inspiron-15-3530-i5-71043885,/laptop/dell-inspiron-15-3530-i5-71043885,https://cdn.tgdd.vn/Products/Images/44/328945/dell-inspiron-15-3530-i5-71043885-thumb-600x600.jpg,{"Cấu hình":["RAM 16 GB" "SSD 512 GB"]},{"screen":"Màn hình: 15.6\"; Full HD (1920 x 1080); 120Hz";"cpu":"CPU: i5; 1334U; 1.3GHz";"weight":"Khối lượng: 1.66 kg";"battery":"Pin: 3-cell; 41Wh";"card":"Card: Intel Iris Xe"},[],2024-12-09
329853,0220042002831,Laptop Dell Inspiron 15 3520 i5 1235U/16GB/512GB/120Hz/OfficeHS/Win11 (N3520-i5U165W11BLU-FP),Sẵn sàng cho mọi hành trình học tập và công việc với chiếc laptop Dell Inspiron 15 3520 i5 1235U (N3520-i5U165W11BLU-FP); một mẫu laptop học tập - văn phòng đầy đủ sức mạnh và tính năng hiện đại. Được thiết kế để đáp ứng nhu cầu đa dạng từ học sinh; sinh viên đến người đi làm; chiếc laptop này không chỉ nổi bật với hiệu năng mạnh mẽ mà còn sở hữu mức giá vô cùng ưu đãi tại Thế Giới Di Động.,16490000,16990000,16990000,500000,0,,5,5,availability,42,22,44,Dell,dell-inspiron-15-3520-i5-n3520i5u165w11blufp,/laptop/dell-inspiron-15-3520-i5-n3520i5u165w11blufp,https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/329853/dell-inspiron-15-3520-i5-n3520i5u165w11blufp-thumb-638621799086929611-600x600.jpg,{"Cấu hình":["RAM 16 GB" "SSD 512 GB"]},{"screen":"Màn hình: 15.6\"; Full HD (1920 x 1080); 120Hz";"cpu":"CPU: i5; 1235U; 1.3GHz";"weight":"Khối lượng: 1.9 kg";"battery":"Pin: 3-cell; 41Wh";"card":"Card: Intel Iris Xe"},[],2024-12-09
327982,0220042002782,Laptop Dell Vostro 15 3520 i5 1235U/16GB/512GB/120Hz/OfficeHS/Win11 (V3520-i5U165W11GRU),Laptop Dell Vostro 15 3520 i5 1235U (V3520-i5U165W11GRU) mang đến sự cân nhắc hoàn hảo cho học sinh; sinh viên và người đi làm nhờ sự kết hợp hoàn hảo giữa hiệu năng mạnh mẽ và thiết kế tinh tế. Với việc sở hữu mức giá thành vô cùng phù hợp cũng là điểm cộng vô cùng sáng giá cho mẫu sản phẩm này.,16490000,16990000,16990000,500000,0,,5,5,availability,42,22,44,Dell,dell-vostro-15-3520-i5-v3520i5u165w11gru,/laptop/dell-vostro-15-3520-i5-v3520i5u165w11gru,https://cdn.tgdd.vn/Products/Images/44/327982/dell-vostro-15-3520-i5-v3520i5u165w11gru-thumb-600x600.jpg,{"Cấu hình":["RAM 16 GB" "SSD 512 GB"]},{"screen":"Màn hình: 15.6\"; Full HD (1920 x 1080); 120Hz";"cpu":"CPU: i5; 1235U; 1.3GHz";"weight":"Khối lượng: 1.9 kg";"battery":"Pin: 3-cell; 41Wh";"card":"Card: Intel Iris Xe"},[],2024-12-09
324340,0220042002650,Laptop Dell Vostro 15 3520 i5 1235U/16GB/512GB/120Hz/OfficeHS/KYHD/Win11 (i5U165W11GRU),Laptop Dell Vostro 15 3520 i5 1235U (i5U165W11GRU) mang vẻ ngoài sang trọng; bền bỉ; hiệu năng xử lý trơn tru mọi yêu cầu thường ngày trong doanh nghiệp hay giải trí đa phương tiện. Mẫu laptop học tập - văn phòng tuyệt vời mà chắc chắn các bạn học sinh; sinh viên và người đi làm không thể bỏ qua.,16490000,16990000,16990000,500000,0,,5,5,availability,42,22,44,Dell,dell-vostro-15-3520-i5-i5u165w11gru,/laptop/dell-vostro-15-3520-i5-i5u165w11gru,https://cdn.tgdd.vn/Products/Images/44/324340/dell-vostro-15-3520-i5-i5u165w11gru-thumb-600x600.jpg,{"Cấu hình":["RAM 16 GB" "SSD 512 GB"]},{"screen":"Màn hình: 15.6\"; Full HD (1920 x 1080); 120Hz";"cpu":"CPU: i5; 1235U; 1.3GHz";"weight":"Khối lượng: 1.9 kg";"battery":"Pin: 3-cell; 41Wh";"card":"Card: Intel Iris Xe"},[],2024-12-09
330075,0220042002844,Laptop Dell Inspiron 15 3520 i5 1235U/8GB/512GB/120Hz/OfficeHS/Win11 (N3520-i5U085W11SLU),Laptop Dell Inspiron 15 3520 i5 1235U (N3520-i5U085W11SLU) là lựa chọn hoàn hảo; kết hợp hiệu năng ổn định; thiết kế hiện đại và mức giá phù hợp với ngân sách của hầu hết người dùng. Chiếc laptop này không chỉ đáp ứng tốt nhu cầu công việc mà còn hỗ trợ giải trí đa phương tiện một cách mượt mà.,15490000,15690000,15690000,200000,0,,5,5,availability,42,22,44,Dell,dell-inspiron-15-3520-i5-n3520-i5u085w11slu?utm_flashsale=1,/laptop/dell-inspiron-15-3520-i5-n3520-i5u085w11slu?utm_flashsale=1,https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/330075/dell-inspiron-15-3520-i5-n3520-i5u085w11slu-thumb-638627945571840016-600x600.jpg,{"Cấu hình":["RAM 8 GB" "SSD 512 GB"]},{"screen":"Màn hình: 15.6\"; Full HD (1920 x 1080); 120Hz";"cpu":"CPU: i5; 1235U; 1.3GHz";"weight":"Khối lượng: 1.9 kg";"battery":"Pin: 3-cell; 41Wh";"card":"Card: Intel UHD"},[],2024-12-09
325953,0220042002697,Laptop Dell Inspiron 14 5440 Core 7 150U/16GB/1TB/OfficeHS/Win11 (7FN5J),Là một sinh viên hoặc nhân viên văn phòng; bạn thường xuyên phải đối mặt với khối lượng công việc và bài tập khổng lồ đòi hỏi một chiếc laptop có hiệu năng ổn định và gọn gàng để mang theo nhiều nơi. Hiểu được nhu cầu đó; Dell mang đến cho bạn chiếc laptop Dell Inspiron 14 5440 Core 7 150U (7FN5J) - sự lựa chọn hoàn hảo đáp ứng mọi yêu cầu của bạn.,24990000,26990000,26990000,2000000,7,,5,5,availability,42,22,44,Dell,dell-inspiron-14-5440-core-7-7fn5j,/laptop/dell-inspiron-14-5440-core-7-7fn5j,https://cdn.tgdd.vn/Products/Images/44/325953/dell-inspiron-14-5440-core-7-7fn5j-thumb-600x600.jpg,{"Cấu hình":["RAM 16 GB" "SSD 1 TB"]},{"screen":"Màn hình: 14\"; Full HD+";"cpu":"CPU: Core 7; 150U";"weight":"Khối lượng: 1.56 kg";"battery":"Pin: 4-cell; 54Wh";"card":"Card: Intel Graphics"},[],2024-12-09
326148,0220042002707,Laptop Dell Inspiron 15 3530 i7 1355U/16GB/512GB/120Hz/OfficeHS/Win11 (71026454),Mẫu laptop Dell Inspiron 15 3530 i7 1355U (71026454) là sự lựa chọn tuyệt vời cho nhu cầu làm việc và giải trí. Máy sở hữu vi xử lý Intel Core i7 thế hệ 13; thiết kế thời trang cùng với màn hình rõ nét; laptop sẵn sàng đáp ứng mọi nhu cầu học tập và làm việc.,21490000,22390000,22390000,900000,0,,4.9,49,availability,42,22,44,Dell,dell-inspiron-15-3530-i7-71026454,/laptop/dell-inspiron-15-3530-i7-71026454,https://cdn.tgdd.vn/Products/Images/44/326148/dell-inspiron-15-3530-i7-71026454-thumb-600x600.jpg,{"Cấu hình":["RAM 16 GB" "SSD 512 GB"]},{"screen":"Màn hình: 15.6\"; Full HD (1920 x 1080); 120Hz";"cpu":"CPU: i7; 1355U; 1.7GHz";"weight":"Khối lượng: 1.66 kg";"battery":"Pin: 4-cell; 54Wh";"card":"Card: Intel Iris Xe"},[],2024-12-09
